"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"TCGA.EE.A2A0"	0.159762973105021	1.51428824139721e-09	0.0856856632401862	0.215339414495907	0.206345301829999	0.143363852790491	0.000117981123291751	0.108184537933726	5.86434992344477e-15
"TCGA.EE.A2A1"	0.212523818380891	0.13410318841251	0.169411394299997	0.082772967182196	0.213925593177786	0.0978397076157086	0.00336008845280159	1.74926832015618e-08	0.0642041980783281
"TCGA.EE.A2A2"	0.160517564280483	0.0280688188462098	0.00883475272146529	0.0336048184570488	0.00920302096033939	0.0129253469795041	0.198761924574636	0.184192799111208	0.0337229184530714
"TCGA.EE.A2A5"	1.11085652902781e-14	0.0454995786879045	1.11085652902781e-14	0.0147361446085606	0.240186791014283	0.0881963873884672	2.91881471673385e-12	0.177611133389064	0.0743958220822594
"TCGA.EE.A2A6"	0.186797118531917	0.0642901841937691	0.0922840581174854	0.11593167618436	0.0303300549412559	0.0241559920065046	0.102425941460883	0.0909245172995683	0.0740061433471343
"TCGA.EE.A2GB"	0.00259469015520438	0.0130120455728203	0.0245139681648597	1.09750646016246e-14	0.0991393224626392	0.0321568946452885	0.0409710834463182	0.370084278943703	0.178323993611549
"TCGA.EE.A2GC"	0.118421934783733	2.71700574078734e-14	0.212398772714135	0.162709555983699	0.0484697346493071	0.0661508194921871	0.0167967296219789	0.147358817486494	0.0506033378592254
"TCGA.EE.A2GD"	0.0345711972327048	0.0270230286237139	6.21806126794945e-15	0.266586044293953	0.202575080598872	0.271925661757683	0.0812758033413421	0.114529320849508	6.21806126794945e-15
"TCGA.EE.A2GE"	0.154649445602016	0.0880788761436024	0.160810387728316	0.192939528856852	0.196573094988811	0.134106232280831	0.0284961442519582	0.00354566995227432	0.0303569091423957
"TCGA.EE.A2GH"	0.0815319133229999	0.104751963819983	0.353782283028283	0.0533815076607093	0.00291699265793352	0.105839075371976	0.0777044491935522	7.3650071410665e-15	0.0400492323814453
"TCGA.EE.A2GI"	0.0580264463771707	0.135874559888723	0.139152780734305	9.15844183814272e-15	0.000618554528455107	0.00268559545566651	0.2962542251526	0.00849004081968324	0.025521961276322
"TCGA.EE.A2GJ"	0.147179737003356	0.219005857315244	0.171071288875841	0.082562646242384	0.0309321316407992	0.0641247512076436	0.0189066409678069	0.144246491533686	0.0474421018052819
"TCGA.EE.A2GK"	0.490308551517263	0.0368124624286887	0.0136460552529513	0.0890106073030567	0.109399911139665	0.0145019155791902	0.0836734709148151	0.00413378690613941	0.0275453191443157
"TCGA.EE.A2GL"	0.478523858231475	0.00509196099752904	0.00865443364131726	3.74462528057497e-14	0.0959838288568667	0.0404529795811771	0.107031722274611	0.0875862774857306	0.0532353332476367
"TCGA.EE.A2GM"	1.06447367508592e-14	0.0554023916526428	1.06447367508592e-14	1.06447367508592e-14	0.0411550442968853	0.00948407506456657	1.06447367508592e-14	0.13935882556896	0.0509175337057379
"TCGA.EE.A2GN"	7.43067377798996e-10	0.0472803963797536	1.07493119668506e-14	1.07493119668506e-14	0.162720175212256	0.168122689372572	0.0134754225616217	0.167993766334256	0.0907241602539819
"TCGA.EE.A2GO"	7.09447435595784e-15	7.09447435595784e-15	7.09447435595784e-15	0.00670898374808306	0.0806199249062911	0.13996918677764	0.120565192278245	0.018065403922571	0.123040945809483
"TCGA.EE.A2GP"	0.0846707710580861	0.110017430117317	0.00152703620001099	0.294132498159385	0.176486331057945	0.105399667124053	0.0457513327582452	0.123182467539381	0.0588324659855509
"TCGA.EE.A2GR"	6.58573959897378e-15	0.0122625988407113	6.58573959897378e-15	6.58573959897378e-15	0.0242151855353143	0.0168410994451983	0.0327433919837768	0.142554667668152	0.0679084585207768
"TCGA.EE.A2GS"	0.0525431530381061	0.00217093912951377	0.0312618007656688	0.00272675430032405	0.116551658219644	0.0737218971725799	0.154845824868681	0.110106734284742	0.124407270348937
"TCGA.EE.A2GT"	0.312391774590308	0.0863309708281211	0.00694688143614462	0.0182720383068602	0.0822175047051487	0.0244125628692769	0.0780843719171854	0.0261565944177361	0.114236222776455
"TCGA.EE.A2GU"	0.1291570373896	7.53913956737751e-15	0.274517278662661	0.0364045568186396	7.53913956737751e-15	0.00284088089813655	0.0485626312723979	0.202956668026908	0.0641303839785946
"TCGA.EE.A2M5"	0.00594280597249182	7.04295791476825e-15	0.0478944706249606	0.109058296039447	0.0344724850161678	0.169487760349695	0.214995078332613	0.167744737220851	0.0259205716544607
"TCGA.EE.A2M6"	0.104916223316376	0.0238465587194883	0.0751443228545564	0.223395866321931	0.0210217192151389	0.0294797154744653	0.158310051912907	0.10709526437708	1.37594669180859e-10
"TCGA.EE.A2M7"	0.172161469722407	8.02174700961182e-15	8.02174700961182e-15	8.02174700961182e-15	0.185463314308454	0.059239885499538	0.0276306493372649	0.110996618354357	0.155079789639552
"TCGA.EE.A2M8"	0.247689369613715	0.146029235076881	0.275062480710276	0.0813316870955239	0.065804156865244	0.0663523637239291	5.45205782860671e-15	0.0158990915464078	0.0358716097989514
"TCGA.EE.A2MC"	0.102489103060022	0.0258456800635821	0.176042117063094	0.255073107586203	0.0917876393093714	0.142304257771808	0.102405329199754	0.05964797480581	0.027566253395219
