Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
TCGA-EE-A2GL	0.400864972411179	1.17089889177184	0	0.558690890458635	0.0898952261174463	0.733225472003844	0	0.420828572649101	0.150369740078571	0	0	0.170895636425031	0.0950140751782563	0.0536487778679105	0.146921357536755	0.700273767926548	0.111049217051039	0	0.0570290786133997	0	0	0	0	0.421633492592909	0.906775037530852	4.85960567608956
TCGA-EE-A2GM	0.0660207621221816	0	0.20988725313787	0.593215577806957	0	0	0	0.24244881671172	0	0	0	0.189716020236601	0.143443293176176	0	0.163670925129844	1.02121102010822	0.0254197462907565	0	0	0.000950180414681936	0	0	0.42	0.0295089583423746	1.08480268096634	2.65598359513501
TCGA-EE-A2GN	0.0789021331410305	0	0.160910525705379	0.142536716524922	0	0.0262939916937477	0	0.116689774025118	0.050728174053375	0	0	0.0211665922881617	0	1.28670882787827	0.202247592886969	0.651375711798062	0	0	0.0134604971046578	0	0	0	0	0.220049090338523	1.05299843583836	2.75102053709969
TCGA-EE-A2GO	0	0	0.070606126608743	0.0445753909975218	0.0112013998387437	0	0.063094808342444	0.0804357688867182	0.00379878466755266	0.0472734580354812	0.0018143411051147	0	0	0.966067361013293	0.00610047213456313	0.44274661673262	0	0	0.00280556397296647	0.00689292497324812	0	0	0.05	0.142371309278616	1.12962749817217	1.74741301730901
TCGA-EE-A2GP	0.03422620505485	0	0.0449836077797027	0.109619751271822	0	0.239516590764185	0	0.149006088742749	0.0333916884020976	0	0	0.0124056636420605	0.22067740820916	0.422494318745555	0.134250110390504	1.82999805364215	0.0329296012139958	0	0.108030264229843	0	0	0	0.04	0.176986254064442	1.05130231610869	3.37152935208867
TCGA-EE-A2GR	0	0.253553802487295	0.196691791684941	0	0	0.405763650086007	0	0.192456068396462	0.235428433635626	0	0.348053302157326	0	0.136750466060711	0.554521134373699	0	0	0	0	0.0196159087703939	0	0.00724935057502701	0	0.64	0.00740454572627776	1.08943374177306	2.35008390822749
TCGA-EE-A2GS	0	0.401945436309238	0	0.0447925856862387	0	0	0.00266058277228278	0.130576836542254	0.0180400866295892	0.121441158368635	0	0	0	0.830633865646975	0.40981106541962	0.426740131170419	0.00696884884249618	0	0.0318065240545569	0	0	0	0	0.375137272318305	0.944669593998259	2.4254171214423
TCGA-EE-A2GT	0.878330089193485	0.0424370966818694	0	0.628745250747294	0.240105025583413	0.285982471154423	0	0.636865175458159	0.17403376557038	0	0	0.101230541444226	0.0510552973887991	0.477176883947525	0.0707489376992071	1.21094329746137	0	0	0.055241559657417	0	0	0	0	0.270303509215684	0.978643000431743	4.85289539198757
TCGA-EE-A2GU	0.143700275978769	0	0.138889334999514	1.79081481042302	0	0	0.328554818049241	0.234152486812082	0.0465133409497691	0	0.0383830608553278	0.229741980540403	0.194372824622502	0	0.218923749001898	0.783150391968301	0.0215534924629413	0	0	0	0	0	0.03	0.189774085159309	1.03187980432903	4.16875056666377
TCGA-EE-A2M5	0.0187131813072813	0	0.0386145579449767	0.402574081452985	0	0.0129192615884769	0.0549909797588624	0.0614404451388497	0.0317927952612177	0.0496956089369609	0	0.0911330159294333	0.0094381190902417	0.179268983563852	0.0701897066389736	0.322327005446396	0	0	0	0.260012048892861	0	0.11627982884527	0	0.410251720755279	0.914182045705533	1.71938961979664
TCGA-EE-A2M6	0	0.0847803423335583	0.0249897060453109	0.111304626408702	0	0	0.00241331292789547	0.0703441320947768	0.0198243911898841	0	0	0.0381071795319795	0.0993946239434472	1.11462349541592	0.0575437153194872	0.588354981528056	0.18744768613586	0	0	0.128460447456238	0	0	0	0.423618633377467	0.927110207720038	2.52758864033111
TCGA-EE-A2M7	0.132466111719048	0.492903746931859	0.0777324272208349	0.950944341152139	0	0.206219239238	0	0.0495529917970295	0.275907293368422	0	0	0.140584872550422	0.112750957745563	0.0439507679817599	0.0470504607265635	0.544794027709813	0	0	0.0124150492840617	0	0	0	0	0.228218745734267	1.00374829033909	3.08727228742551
TCGA-EE-A2M8	0	0.279077378581208	0.141510838294533	3.04699465106584	0	0	0.135086260249124	0.576094205674188	0.138674265758962	0.311673274981746	0	0.521809342942034	0.0803085906125441	0	0.609853051905901	1.21090928508314	0.0835149595417799	0	0	0.117725861370425	0	0	0	0.442733100374623	0.902090075001546	7.25323196606142
TCGA-EE-A2MC	0.117119005300726	0	0.137568409549518	1.26555781314329	0	0	0.327218820033008	0.230229320228308	0.0210000160331227	0.122650714127622	0	0.209223738108516	0	0.296700851184153	0.484570907537241	0.828998610489447	0	0	0	0.245598022783155	0	0.0274763258795365	0	0.50295961253728	0.863786543384421	4.31391255439764
TCGA-EE-A2MD	0.183806031837311	0.00205314158065666	0.423355357598887	0.260154569085418	0	0.28105240034852	0	0.309103501309501	0.030857593779124	0.0241811145540212	0	0.0902021597939886	0	0.288700315716482	0.198586391042281	0.629335892979622	0	0	0	0	0	0	0.05	0.136240109049697	1.0257980732107	2.72138846962581
TCGA-EE-A2ME	0.397616208163753	0.371794421862962	0	2.25177083299091	0	0.735938444157277	0	0.474475831857998	0.630420183218345	0	0	0.476357786451842	0.152776442261183	0.713627236843776	0.767914953940171	0.968674817303415	0.0217808483192201	0	0.0894359750454804	0	0	0	0	0.494183012157374	0.868568181605818	8.05258398241634
TCGA-EE-A2MF	0.107542743073158	0	0.0509388319060349	0.328381238755668	0	0.23279588429281	0	0.177516866901898	0.0273689242149808	0	0	0.111168858530136	0.11624631318469	0	0.141381644917307	1.40540748672005	0	0	0.0796039382620216	0	0	0	0.05	0.146473581482791	1.04226002792333	2.77835273075876
TCGA-EE-A2MG	0.537777827818766	0.832273470108986	0.0849978630302181	0.733661194652843	0.0201262671077718	0.848076637230094	0	0.448096587803989	0.0744774733056604	0	0	0.110244650598978	0.0467040970723822	0.30570022651975	0.395586222418013	1.00789331748984	0	0	0.121009393680948	0	0	0	0	0.427856388135796	0.903075152015601	5.56662522883824
TCGA-EE-A2MH	0.354179887394095	0.350435416032807	0.0353945382391705	0.665178329772621	0	0.100420086920224	0.0252931483153668	0.370673730238226	0.30150206290336	0.105709818715019	0	0.220419518553781	0.0580706832657956	0	0.22824408137898	0.773725470783177	0.0403750909550828	0	0.0714595479513167	0	0	0	0	0.214942724620548	1.00391810297233	3.70108141141902
TCGA-EE-A2MI	0	0.103465779165104	0	0.330237164853179	0	0.247768636981348	0.0224140103877839	0.155781287192331	0.0630293965436845	0	0	0.125381590683078	0.205288070199816	0	0.345556505420558	0.911023273563601	0.0390627491315832	0	0.109657229108862	0	0.00592765705955702	0	0	0.359725253708472	0.937714267428745	2.66459335029048
TCGA-EE-A2MJ	0.393021001841073	0.070888029439438	0	1.36418086363287	0	0	0.0874376630209856	0.396829343971192	0.481339103951547	0	0	0.486878317227424	0.186424134066054	0.180174954756788	0.585202838870633	0.713422151803364	0.0141275729830229	0	0.261636867458266	0	0	0	0	0.320499856800816	0.960862669142457	5.22156284302266
TCGA-EE-A2MK	0	0.424316135244704	0.0795867393374196	0.676246161050858	0	0.293095114530751	0	0.137591979073294	0.141475370988574	0.087684607899298	0	0.253956868655908	0.21195342007422	0.0545571072550241	0.219700757034606	1.06944377093812	0.0136309974079074	0	0.0153426269387956	0	0	0	0	0.224852102702301	0.998780601675627	3.67858165642948
TCGA-EE-A2ML	0.21484237184227	0	0.0157432250144072	1.33752260041625	0	0	0.0992134723384117	0.413987212076609	0.170185869869674	0.0855325033762204	0	0.052919540947779	0.0286373206737528	0	0.503465582111065	0.925159056097047	0.0341192430252841	0	0	0.0533121761909855	0	0	0.2	0.0768347733990529	1.08282216252584	3.93464017397975
TCGA-EE-A2MM	0	0.182011855456472	0.0693398813872886	0.224001464282599	0	0.100955871239086	0	0.0546669667328275	0.0158523028503738	0	0	0	0.143215740895879	0	0.05464344607364	0.870180308275946	0.00512615240390669	0.00530661959691047	0.0879175731948378	0	0	0	0.28	0.0588458723809558	1.07311697921584	1.81321818238977
TCGA-EE-A2MN	0.0490100340294217	3.01773480490294e-06	0.153108228680734	1.0269041430861	0	0	0.109840813346348	0.177447829953508	0.0819572050325541	0	0	0.141957244337167	0.130524316819026	0	0.293480008860554	0.792821522060105	0	0	0	0	0	0	0.05	0.154091064430599	1.03945980878455	2.95705436394033
TCGA-EE-A2MP	0.00133067362624277	0	0.145956982876249	0.941330793526496	0	0	0	0.212115686937582	0.159163117474904	0.0394885437403231	0	0.29676794639209	0.137171795026743	0.0684583215908715	0.122927554858047	0.872194892277517	0	0	0	0	0	0	0.02	0.197605935867369	1.02354810591572	2.99690630832707
TCGA-EE-A2MQ	0.121190128770462	0	0.101828603437021	0.25339467531951	0	0.269561661479405	0	0.175016116381499	0.00122305145222985	0.00327904292107852	0	0	0.00549121994231364	0.291354441219146	0.184889042169017	1.01151461595731	0.00399954339348066	0	0	0	0	0	0.0600000000000001	0.128662860501197	1.05192556778752	2.42274214244248
TCGA-EE-A2MR	0.134318554712888	0.658406153339631	0.0454627389842555	1.06979074478478	0	1.135577806326	0	0.257218387077587	0.211147235935076	0	0	0.11934358270682	0.069104528104981	0.603510160621553	0.390046267313255	1.43074947327589	0	0	0.0742072623857474	0	0	0	0	0.618213144928925	0.803366698985354	6.19888289556846
TCGA-EE-A2MS	0.0303712166048321	0	0.354381269147703	0.658345859059987	0	0	0	0.243949549739141	0.0380921363899715	0.088924847171885	0	0.120104709213847	0	0	0.171181673312315	1.00894915984228	0	0	0	0.0186142449402283	0	0	0.08	0.118599352697388	1.0444613614534	2.73291466542219
TCGA-EE-A2MT	0	0	0.428932355069335	0.139490422564663	0	0	0	0.54758807599999	0.0108622093935078	0.224344647716738	0.0424742074118104	0	0	0.43525565283308	0.178448111082479	0.640051053821368	0	0.0048518549372287	0	0.046133797987719	0	0	0.0600000000000001	0.132001635801794	1.03275733171557	2.69843238881792
TCGA-EE-A2MU	0.0539763003227936	0	0	1.05332656590172	0	0	0.125837403035388	0.323493781945271	0.0207164401195003	0.00300954071626684	0	0.36177858909524	0.0469154287973037	0.175546174496007	0.599768530452605	1.53719170502732	0	0	0.00297952521419586	0	0	0	0	0.329395696733684	0.961865116487663	4.30453998512361
TCGA-EE-A3AA	0.0557555852169694	0.581898859631009	0	0.498390476484167	0	0.109112034287637	0	0.23383705642082	0.275700604435812	0	0	0.270797015112984	0.113505418647137	0.472725886230513	0.48621937083858	0.452071287326298	0	0	0.10171723375984	0	0	0	0	0.473572231945015	0.880033181224564	3.65173082839177
TCGA-EE-A3AB	0	0.222383436070802	0.0436246301381553	0.236285881698415	0	0	0.0221625415709281	0.0406036876080961	0.0697533592175806	0.0159396990426331	0.123347008482393	0	0.353433308464416	0.816375720767095	0.0454506390803955	1.0625688889384	0.00268378362043322	0	0	0.291422002828421	0	0	0	0.339999062590365	0.9568449997395	3.34603458752817
TCGA-EE-A3AC	0	0.116781831950031	0	0.598697693742151	0	0.274538069176577	0.00585252029427962	0.275415886659574	0.0216738575334671	0	0	0.22168323335447	0.145876607756308	0.112440969502688	0.345742097580587	0.752644503640944	0.0422797464392956	0	0.127627199475175	0	0	0	0.05	0.152262718456746	1.03565758448703	3.04125421710555
TCGA-EE-A3AD	0.163524862258093	0	0.127757302152954	0.0949701454910119	0	0	0	0.353565073862529	0	0	0.216128236389649	0	0.0678186934723618	0.389498974266712	0.0648808850647201	0.769686877276771	0	0	0	0.101492034921947	0	0	0.67	0.00478186443489482	1.09581570399512	2.34932308515675
TCGA-EE-A3AE	0.0779103451768724	0	0.30834544375204	1.19140238017488	0	0	0.0876604134756907	0.190858952756318	0.178348029106928	0	0	0.286445995621891	0.281109446601359	0.00414534228403065	0.652645255635053	0.824463204973084	0	0	0	0	0	0	0.18	0.0846228546386046	1.07747707748016	4.08333480955815
TCGA-EE-A3AF	0	0.281253437719225	0.0365645600143201	0.638920502301257	0	0	0	0.239085623835954	0.0375919575337981	0	0	0.155781768551578	0.142990339464357	0.240903353562268	0.36686008343649	1.28914591229502	0.0564422146036222	0	0.0458182459322605	0	0	0	0.21	0.0762459053783557	1.07004247299268	3.53135799925015
TCGA-EE-A3AG	0.00537240782022506	0	0.0298702590475565	0.0846213424963669	0	0.0695678027350276	0	0	0.0166655300409148	0	0.0432523701227318	0	0	0.918607708760044	0.0211108797635958	0.0984406877383699	0	0	0	0.0746348730804342	0	0	0	0.364440523730875	1.00064244404826	1.36214386160527
TCGA-EE-A3AH	0.0752713649206557	0	0.711582819340097	0.0875929505286265	0	0.105549759382409	0	0.152179157077202	0	0	0	0.110578768283678	0.322310783563081	0.193424314986976	0.181489612333797	0.880396587882747	0.0253881167267508	0	0.0525969807780692	0	0	0	0.56	0.0167659739496313	1.06755198595889	2.89836121580409
TCGA-EE-A3J3	0.0160317798101241	0.0328306359844944	0.073377555787084	0.154666027297507	0	0.24171409950164	0	0.0936833604678049	0.0439769377903602	0.0589173256239077	0	0.0113792638164998	0.00526887763719242	0.966010153303493	0.245378305892594	0.439871206868789	0	0	0.0738012426810182	0	0	0	0	0.451051645546676	0.897453036217199	2.45690677246251
TCGA-EE-A3J4	0	0.0641286646406188	0.0144905183890539	0.27050085164514	0	0.080903884479213	0	0.187442814451537	0	0	0	0.100269737182938	0.071969668050936	0.0298150508033041	0.263603107754747	0.525945855203137	0.0212330954179365	0	0.0347407977376667	0	0	0	0.19	0.078639633876721	1.07641879074963	1.66504404575623
TCGA-EE-A3J5	0.0605630679952735	0.00554369759471756	0.0140046500944678	0.480664917496576	0	0.37512298806931	0.0451340231263576	0.245456926364232	0.0896192108589863	0	0	0.151995660027019	0.093059081556289	0.223714787285949	0.49875888458275	0.483877973341525	0.0780475544077166	0	0.0289439771077379	0	0	0	0	0.22158150446099	1.01321536918438	2.87450739990891
TCGA-EE-A3J7	0.0875752911994478	0	0.0662620068659704	0.46165329170945	0	0	0.00425292321679998	0.194451544324546	0	0	0	0.181946381584558	0.030084256484441	0	0.166883528183209	0.503996919171078	0	0	0	0	0	0	0.4	0.0327105638828966	1.0997609811923	1.6971061427395
TCGA-EE-A3J8	0.263111039567752	0	0.0635760786353097	0.0131376418568556	0	0.022649049685898	0	0.0472710587106474	0	0.00808353124889	0	0.066887975788755	0	0.0536889262612718	0.0126270852409209	0.414673520283469	0	0	0	0.0225853609029336	0	0	0.75	-0.00625032864450173	1.10784997875085	0.988291268182703
TCGA-EE-A3JA	0	0.0478426836931484	0.616567882239813	0.658485986295429	0	0	0	0.144410052470719	0	0.40150048598587	0	0.173424082436966	0.0642724476131588	0	0.240109056348755	1.48052266953784	0	0	0	0.0439380398211952	0	0	0.36	0.0366711650277521	1.07829375854351	3.87107338644289
TCGA-EE-A3JB	0	0.156530105800923	0	0.096449159259667	0	0.170860783018583	0	0.0552440944532819	0.0332527301735452	0	0	0.0520722092718037	0.239834049046945	0.458432043114147	0.119903494761389	1.15398502966612	0.00988416237564452	0	0	0.125011360170154	0	0	0	0.482522518806672	0.87641955366677	2.6714592211122
TCGA-EE-A3JD	0.0526612598663527	1.35548850739709	0.280207304291755	0.740272739160388	0	0.282977731376795	0.174223955083216	0.755058003069284	0.00981447577525543	0.668589947288817	0	0.274964107009523	0.0269315597663383	0	0.668277185936434	0.625357953073435	0	0	0	0	0	0.0122787731055418	0	0.418911288614352	0.909080347089292	5.92710350220022
TCGA-EE-A3JE	0	0.125738127618659	0.46590274539583	1.93599854296552	0	0	0.414336021516537	0.444308043261626	0	0.418543234152882	0	0.310009531762636	0	0.580012978229662	0.386871167943786	0.878879672883128	0.0493805626480764	0	0	0.281921404701909	0.00337314397250951	0	0	0.383453527409236	0.927354488226865	6.29527517705276
TCGA-EE-A3JH	0	0.344713601554939	0.356321177741639	1.18736579152542	0	0	0.186766002551658	0.253591557647698	0.37164905699322	0	0	0.396151294904355	0.26626678170363	1.10716512106724	0.642098911071431	0.874214146670799	0.151917536969629	0	0.122176737436488	0	0	0	0	0.485155018413404	0.874592750888431	6.26039771783815
TCGA-EE-A3JI	0	0.0010815919405191	0.0199741098450301	0.204535513342466	0	0.181981847258167	0	0.212412796961619	0.0141719042501034	0	0.0540735980615581	0.00380078349944317	0.689109031517765	0	0.0680676344128899	0.849846569645448	0	0	0.198527830033702	0	0	0	0.28	0.0610562598696687	1.07477025136341	2.49758321076871
TCGA-ER-A193	0.0738797264062586	0	0	0.471847948673139	0	0	0.116775923209376	0.32779341995123	0.0614069148342973	0.0884449003698625	0	0.204475883762406	0	1.38754323000403	0.479229123878818	0.600276068524349	0	0	0.156401580802478	0	0	0	0	0.471155167382051	0.883525062651768	3.96807472041624
TCGA-ER-A195	0.0308987511694875	0	0	0.799017893635547	0	0.261595841819129	0.0853908368565782	0.122759682567725	0.238386703520636	0	0	0.19739791761887	0.187734261684828	0.226532007123758	0.467303224183449	1.53903337726429	0.0234046833540357	0	0.0627868613013652	0	0	0	0	0.382637773261105	0.92819052997445	4.2422420420997
TCGA-ER-A197	0	0.0185935580312303	0.0725809116892691	0.991160889624666	0	0	0	0.343326434585632	0.00827470206832013	0.0493103532639565	0	0.131432803427272	0.104247377709431	0	0.142043798464833	1.13948181376203	0	0	0	0.106005680861801	0	0.0179234582972932	0	0.363018810964593	0.93839649375834	3.12438178178573
TCGA-ER-A198	0	0.0730098472189374	0.0365117046523232	0.316029449751448	0	0	0	0.12837459510527	0.0169355287461302	0.23779136364034	0	0.309137905766993	0.189272071450559	0.31810349335302	0.205882994536724	1.35158292808458	0.0393049569815325	0	0.0598780804385964	0	0	0	0.11	0.106547179437867	1.0705020734191	3.28181491972646
TCGA-ER-A199	0.478062542773999	0.267615985057705	0.0660878453558083	1.07118927266233	0	0.150314172307696	0	0.505818757784313	0.1647952757024	0	0	0.269794952046021	0.192241030537663	0.0906003530223992	0.337634665952089	0.743855347091277	0.0832761548474863	0	0.00947067786300435	0	0	0	0	0.286290002574679	0.972849994533206	4.43075703300419
TCGA-ER-A19A	0	0.0144441002860486	0.0212184662814348	1.29372906037798	0	1.09125934815156	0	0.458587954675031	0.149221096893611	0	0	0.177294609031716	0.123495796806405	1.27394014638969	0.425273370512662	2.55168294459675	0	0	0.0712335079216175	0	0	0	0	0.570154154367585	0.824693418108182	7.65138040192451
TCGA-ER-A19B	0	0.0952352810923735	0.0221958184898415	0	0	0.574197425005178	0.0294139641634336	0.155640449145933	0.176864622353799	0	0.254402446701871	0	0	1.36906516417088	0.00798090440124045	0	0.00923580421174727	0	0.183226911305807	0	0	0	0.1	0.108022018836817	1.08745299449366	2.8774587910421
TCGA-ER-A19C	0.00149632151570419	0	0.0329185860404748	0.0355319408120862	0	0.00720461827900853	0	0.0637075117254525	0.0829555741069985	0.00832608772529187	0.003583558309112	0	0	1.71526785874703	0	0.337320368013619	0	0	0.114055783551247	0	0	0	0.04	0.175526213462995	1.15568145167743	2.40236820882602
TCGA-ER-A19D	0.0616238393410186	0	0.0632830100218615	0.263400511649498	0	0.335520909282518	0	0.125320716793135	0.0737023654475363	0	0	0.0484985624905359	0.0934395671372489	0.487149943806413	0.201839026190594	1.10858295014967	9.37034688727525e-05	0	0.0319694535495201	0	0	0	0	0.52673338280677	0.850065715457038	2.89442455932842
TCGA-ER-A19E	0	0.0399581588980658	0.192869529334483	0.144233582496337	0	0.184084453471026	0	0.0409426186429074	0.00617026985877048	0	0	0.0326215060996428	0.0289900597730205	0.421156295931786	0.109050086420822	0.41546643882244	0	0	0	0.00141410989885606	0	0	0	0.247811715740038	0.994732222062685	1.61695710964816
TCGA-ER-A19F	0	0.00377832639632694	0.159483322265907	0.278319129383736	0	0.0717245206771588	0	0.276684757989428	0.00668326772994638	0.0294012944060426	0	0.0866508958098095	0.0509242611903737	0.272901073747784	0.159249214341273	1.00915239161432	0	0	0	0.0520940453945506	0	0	0.27	0.0647780260697019	1.07789457218691	2.45704650094666
TCGA-ER-A19G	0.026099378387058	0	0.189089272248544	0.416476479081711	0	0.358806447692726	0.051013974170664	0.151664769190848	0.0549981506108498	0.24375457140239	0	0.229983530270209	0.137988270200793	1.37416455834201	0.719759011842179	0.70835213771028	0.0103478875469624	0	0	0.10827767105269	0	0	0	0.328803187020761	0.964062117479351	4.78077610974991
TCGA-ER-A19H	0.0509027249517647	0	0.116169292841167	0.631061170917948	0	0.201719717893523	0.00428404511552684	0.16575586496485	0.106153388928423	0	0	0.256733363962089	0.130893145971028	0.0862569177401447	0.396176582416227	0.915830915991126	0.0251737090208184	0	0.180860849983965	0	0	0	0	0.266923011664077	0.982202929510673	3.2679716906986
TCGA-ER-A19J	0.0584377959678325	0	0.0846594105361651	0.269481686290267	0	0.0462593737793068	0	0.0635808738839495	0.029119523138052	0	0	0.0501269311431301	0	0.59126052838715	0.0664864777902389	1.19134706289216	0	0	0.00229862205135009	0.00325647191909472	0	0	0.04	0.166732527377284	1.06427304899878	2.45631475777869
TCGA-ER-A19L	0.0246289812130528	0	0.125523112576621	0.0630992570811331	0	0.197681704036483	0	0.0430322247751086	0.03090288899365	0	0	0.038135573931524	0.0261818154067213	0	0.0548039074538426	0.981502378849732	0	0	0.0497260940404348	0	0	0.00152871146350168	0.25	0.0693146487637089	1.08743026294122	1.6367466498218
TCGA-ER-A19M	0	0	0	0.721343210090505	0	0.437572668626414	0.0460186553941813	0.187094543347231	0	0.321195395840815	0	0.413892164431452	0.0933326363262593	0.381880160986965	0.512355477883748	0.611460191808726	0.0528799568234919	0	0.0156613335969419	0	0	0	0	0.298936681870928	0.983644976743861	3.79468639515673
TCGA-ER-A19N	0	0.0347283790577048	0.211776107907085	0.999538261074676	0	0.527557560605992	0	0.126744201034526	0.116368078088999	0	0	0.170329016431304	0.284341645870005	0.466769605768944	0.251733248340407	1.99084145913649	0.00227638887686935	0	0	0.0294720298864981	0	0	0	0.312799758897752	0.961903106580874	5.2124759820795
TCGA-ER-A19P	0.137270484302964	0.374335325301474	0.155884307564742	1.89959234536678	0	0.389471861827546	0	0.416397415032106	0.655041566741973	0.0697778856371388	0	0.456072121130654	0.0921377531320224	0.313587559314019	0.592766120280395	0.9640687144779	0.0331358371950996	0	0	0	0	0	0	0.589140927475038	0.812278307691986	6.54953929730481
TCGA-ER-A19Q	0	0.045278443382394	0.0539325787012875	0.619101144937369	0	0	0	0.379555199699227	0.073498277350007	0.101976985722608	0	0.372757996334232	0.245096304398808	1.34702661985422	0.372381452391448	1.39162019895486	0.0902937186721515	0	0.202202123588826	0	0	0	0.08	0.120430427894968	1.06254630557384	5.29472104398744
TCGA-ER-A19S	0	0.282677224525596	0.242674682721988	2.01595650038747	0	0	0.10333398186513	0.401112610205275	0.0393933636232331	0.73111332952463	0	0.349012157316561	0	0.853846614312522	0.43203913582719	0.6151331989632	0	0	0	0.21715370072286	0	0	0	0.496301994962734	0.867709377353482	6.28344649999566
TCGA-ER-A19T	0	0.0192602238403452	0.0320253351151578	0.333091652619912	0	0.552468793646766	0	0.0826181416005616	0.0405879098140458	0	0	0.0476277403304852	0.0055790206342917	0	0.211651517353483	2.15346984272823	0	0	0.0366428627744375	0	0	0.00459892031881499	0.6	0.012750747016146	1.12542487627523	3.51962196077653
TCGA-ER-A19W	0.0749318253552351	0	0.00373849261581502	1.54155749058798	0	0.26575936487251	0.574209818461447	0.388006116632017	0.0788900273894996	0.136528910814168	0	0.40477872299097	0.364915388656604	0.123530509228284	0.585433723934451	1.23430204318597	0.0702678247017698	0	0.184625263897087	0	0	0	0	0.497822014629928	0.866794354064131	6.0314755233238
TCGA-ER-A1A1	1.86591696975986	1.42051489913644	0.42315281024384	0.833864579540637	0.244219364874828	0.528197944443346	0.262002864687423	0.46228777698074	0.64129138608259	0	0.0775745407673799	0	0	0.683258769070518	0.113046691262225	0.900933929840615	0	0.00572880879165636	0	0	0	0	0	0.717051538398466	0.742341731976617	8.46199133548211
TCGA-ER-A2NC	0	0	0.0466253462459032	0.153703465484804	0	0.200771621253636	0	0.0592700674846896	0.00707614674842803	0	0	0.0588054912026868	0.270839124994952	0	0.0309563371756055	1.85888091302536	0	0	0.086870419906937	0	0	0	0	0.380599651745865	0.94303850899692	2.773798933523
TCGA-ER-A2ND	0	0.041720968641798	0	0.494973584938828	0	0	0.0388509562222987	0.0833885849814508	0.0141562278087494	0	0	0.152524467459435	0.128889266249088	0.014420044029395	0.162032029733338	0.889500901110084	0	0	0	0.0162541702015528	0	0	0.32	0.0454684217594157	1.09530406113816	2.03671120137602
TCGA-ER-A2NE	0	0.163936619868637	0.283763912492955	0.151810347921538	0	0.305815752653353	0.0022244105858628	0.205762750205612	0.124842535448584	0	0.149934325921347	0	0.421757377002716	0.343272852192586	0	0.0323497704320938	0	0	0.143645283236253	0	0.0484176684438922	0	0.41	0.030958521488958	1.05917236136888	2.37753360640543
TCGA-ER-A2NF	0	0.0913081799207379	0.473488171374208	0.886512099293705	0	0.0673631048103389	0	0.190928768530486	0.241683480349948	0	0	0.172532800037109	0.232741888061994	0.0931845431733477	0.0666603641843177	0.189084827291164	0	0.00259713401709104	0	0	0.00353016360852777	0	0.56	0.0192646958295674	1.09078695893071	2.71161552465298
TCGA-ER-A2NG	0	0	0	1.82027244863091	0	0	0.412237895755222	0.675982855692752	0	0	0	0.575107619668838	0.186326744689211	0.242658055570038	0.614227747900273	0.748025313049234	0.100651431144021	0	0	0	0	0.00962470106941447	0	0.316775922905763	0.972634021021451	5.38511481316991
TCGA-ER-A2NH	0	0	0.246109307490908	2.94246027039518	0	0	0.369797086153732	0.477454595990224	0.11391249657215	0	0	0.69194871854901	0.429319402878797	0	0.620831414166045	0.932400134847771	0.105387113084066	0	0	0.134751363857268	0	0	0	0.232727794318076	1.0184127534101	7.06437190398515
TCGA-ER-A3ES	0.0523688285539405	0	0.126035852312026	0.0836955439634626	0	0.148862633028107	0	0.0255950567140537	0	0.0232933339753504	0	0.0934822179530924	0.0223970105889259	0	0.00374602524439748	0.398395406137136	0	0.00125684157986157	0	0.0421342540963676	0	0	0.92	-0.0295141991961159	1.10294313487539	1.02126300414672
TCGA-ER-A3ET	0.102885310077002	0.015138902311847	0.0629071306191345	0.117221494679909	0	0.248065716625279	0	0.0625566792657808	0.154159491311301	0	0	0.116397210595168	0.217476725135929	0.0339770351258381	0.125681515625237	1.55875777893417	0	0	0.0181725509716856	0	0	0.00359373832412326	0	0.265947662141845	0.992222189427721	2.83699127960241
TCGA-ER-A3EV	0.0634352099953778	0	0.371884664751617	0.692577914634462	0	0	0	0.324411660156147	0	0	0	0.24797130563135	0.0163631464964554	0.221932667082871	0.060590426535634	0.512084828561126	0.0632255202180177	0	0	0.0866725896140172	0	0	0.6	0.0128630566312752	1.0869806798544	2.66114993367707
TCGA-ER-A3PL	0.0704963027294647	0	0.0543870036766435	0.0752183921522556	0	0.106576719272177	0	0.128765746290241	0	0.0132837084185873	0	0.0295145216798888	0.0217861711009439	0.579150861988075	0.130455522739478	0.552212307393257	0	0	0	0.0721908755463051	0	0	0.09	0.116691112208456	1.07975755768607	1.83403813298732
TCGA-ER-A42K	0	0.0571215413562751	0.451830383849501	0.0622763263339723	0	0.188292280224263	0	0.0786251731029331	0.0270078298841493	0	0	0.0787987773245197	0.0673150960859431	0.0975964161020627	0.14225457700296	0.567850711538184	0.00567309708460403	0	0.0571866737920006	0	0	0	0.5	0.0238549433212871	1.06056903392556	1.88182888368137
