Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
TCGA-D9-A149	0.157989185089263	0	0	0.647362074773052	0	0.191097356870513	0	0.243787173659275	0.0346791344898175	0	0.0997253111578158	0.195183310014691	0.160872315432782	0.10451328447376	0.432385612091298	0.949590586814952	0.0179461136137374	0	0.0997854634932884	0	0	0	0.05	0.149253636727707	1.04080657569828	3.33491692197425
TCGA-D9-A1JW	0.178473379715465	0	0.0688703163505294	0.85481190126285	0	0.1131149089941	0.0335702683867032	0.182064344329711	0.325194887140078	0	0	0.386709111666154	0.0859307453907272	0.437001387112689	0.438847824423703	0.65536782032159	0.0156258006974604	0	0.340100272047439	0	0	0	0.05	0.144950993629499	1.03787501854283	4.1156829678392
TCGA-D9-A1JX	0	0.00192882384980219	0.211075772984007	1.31883381029192	0	0	0.260404060573198	0.237832643223054	0.0139326521456	0	0	0.210488180955644	0.216887917115042	0	0.282589499943334	0.729375002482896	0.0247214081315743	0	0	0.0436726337031229	0	0	0.05	0.138315501660511	1.04727923061652	3.55174240539919
TCGA-D9-A1X3	0.0142677950005063	0.0109226054327639	0.0244904101603967	0	0	0.53757456979413	0	0.187884652689688	0.0584222203384151	0	0.19307927001292	0	0	0.884233013027379	0.0470100207049331	0.644146784142876	0	0	0	0.104549762229767	0	0	0.32	0.0463715947163315	1.1067861212844	2.70658110353378
TCGA-D9-A3Z1	0	0.0820951683961681	0.382095673927246	1.06441288914607	0	0	0.242156271218899	0.287192781423748	0	0.207068386769379	0	0.301910003000005	0	0	0.187007450591833	1.54574661942702	0.0616217477690015	0	0	0.0639983455559366	0	0.0085881275578651	0.08	0.121703722225208	1.04673465808284	4.43389346478317
TCGA-D9-A3Z3	0.345448471695117	0.0794291389288974	0.364024337766551	0.37323479542646	0	0.0251655530956033	0	0.324372817034615	0.0721527714622053	0	0	0.237550186183006	0	0.176368281558363	0.346050770238359	0.825073594750151	0.0224517120181565	0	0.244358238514013	0	0	0	0.04	0.173824431463079	1.01068980549968	3.4356806686715
TCGA-D9-A4Z6	0.0955391195100949	0	0.285453807037645	0.318689181291535	0	0	0	0.293731982215497	0	0	0	0.167894726296131	0.0161887045298223	1.55432330887616	0.0843977133704835	0.356139931608105	0	0	0	0.175784670800292	0	0	0.12	0.0993391016284722	1.09837524335134	3.34814314553576
TCGA-D9-A6EA	0	0.296654490851409	0	0.0421259423473789	0.155555140238317	0	0	0.203775612832585	0.0173088338171793	0.201323838868137	0.0127806786566585	0	0.0739793536294883	0.54272901184956	0.20283754644528	0.728211093965566	0.0257362291585234	0	0.408640772787303	0	0.0150964229582213	0	0.7	0.000667299715764171	1.09169448421346	2.92675496840561
TCGA-D9-A6EC	0.00708234226839099	0.00511005334286962	0.00940747552757814	0.016452534308359	0.00938229902708473	0	0	0.041967562563994	0.0364412774768223	0.0719028387337583	0.028528183828484	0	0	0.986796303313725	0.0174767414650228	0.535520472335902	0	0	0.143988049656997	0	0	0	0	0.268293694247797	1.04456701832074	1.91005613384899
TCGA-D9-A6EG	0.00121342849607202	0.00915165224099535	0.0123569251188978	0	0.175842023354642	0.0242665327255834	0	0.189685036707458	0.0251374467419286	0	0.0821418984584689	0.00964765516142948	0	1.31433919678829	0	0.910032469636831	0	0	0.0634790766121194	0	0.0215393435142492	0	0.25	0.0688949094877355	1.15237826969859	2.83883268555696
TCGA-DA-A1HV	0	0.142909921026737	0.168361250326997	1.01686167863797	0	0.0326009877950268	0.0797033523390154	0.191992930471513	0.226058541337872	0	0	0.344456873001732	0.147963141220721	0.187802520828408	0.608762562155549	0.931980150243673	0.0535086926885905	0	0.00786136200810226	0	0	0	0	0.224504886100725	1.0092828542399	4.1408239640819
TCGA-DA-A1HW	0	0.166729115668354	0.222434602482168	1.10901831072234	0	0.373304093581499	0.0299205175637247	0.292504285751228	0.139519215633431	0.070104594919721	0	0.266352976608511	0.0337104801799864	0.0454229253185193	0.497140835650474	0.413080893312207	0.0574407855533373	0	0.00844374486367227	0	0	0	0	0.311150668613485	0.973049340773353	3.72512737780917
TCGA-DA-A1HY	0.00538606990228937	0.00777043221268439	0.0209495283114709	0	0	0.234648774797954	0	0.0942704034678023	0.0911974615289156	0.0209932034511403	0.146591629750836	0	0	1.10809063767433	0	0.215432249440059	0	0	0	0.259010759456786	0	0	0	0.390611366907156	0.947775832594234	2.20434114999426
TCGA-DA-A1I0	0.0392757809900539	0.208241466889515	0.0449949359554287	0.277969468009703	0	0.337838604123958	0	0.130723641845926	0.480191895711325	0	0.0628636333208889	0.030980270881019	0.0403532492520945	0.397509947507731	0.034145567991127	0.415056460366041	0.00410436825581478	0	0.0628942917893016	0	0	0	0.04	0.169383767017289	1.02294064994441	2.56714358288993
TCGA-DA-A1I1	0	0.195967140782655	0.0285115601066367	0.510435800721104	0	0.619314013850451	0.0442355563872224	0.249298055361303	0.059547276806597	0	0	0.0747159589904315	0.0367586237524497	0.813051705008848	0.61766814473821	0.790765301150673	0.0552719505083357	0	0.106661201484214	0	0	0.00831595883003204	0.02	0.198472333801491	1.02007893673984	4.21051824847916
TCGA-DA-A1I4	0	0.216241044837048	0.0238868816297676	0	0	0	0.0334615451974839	0.0510084986678846	0.0395910326142362	0.126569269223539	0.0202313648725643	0	0.0769079254185283	0.964423597329474	0.0191926079953084	1.23618878657573	0.033258812436876	0	0.0942000367198845	0	0	0	0	0.21665120429127	1.04876586366052	2.93516140351833
TCGA-DA-A1I5	0	0.0612343073253601	0.031283355275958	0.385750129251556	0	0.125450340199525	0	0.126757130947445	0.13942796529597	0	0	0.0596278538336638	0.0566847411039264	1.95995676673233	0.260345093600143	0.597107571075993	0.0191895564689856	0	0	0.0536773578634508	0	0	0	0.677898991957494	0.736813214469906	3.87649216897431
TCGA-DA-A1I7	0.00010761339601954	0	0.0317875876880513	0.00894751232069202	0	0	0	0.185265323475476	0.0663077701164777	0.0474347848295872	0	0.0624345762609454	0	1.06111707302218	0.126390229420072	0.416524161767634	0	0	0	0.0157028609433961	0	0	0	0.498500630479706	0.880357378493428	2.02201949324054
TCGA-DA-A1I8	0	0.265264147634757	0.0541122627565173	0	0	0.315887594932512	0.00692469334106119	0.0189562004599804	0.116917950181539	0	0.160099533263626	0	0	1.75604263611038	0	0.491555448573307	0	0	0.0188312969890898	0	0	0	0	0.290570535321065	1.0180398349793	3.20459176424277
TCGA-DA-A1IA	0	0.0334863976331692	0	0	0.254934044526939	0	0	0.312007893065679	0.00656224137358323	0	0.355931250471489	0	0.0538860911227465	0.369900859373558	0.0737505485107668	0.287767917694589	0	0	0.508678858384938	0	0	0	0.41	0.0323323946080197	1.08016433539597	2.25690610215746
TCGA-DA-A1IB	0.623550037138536	0.615535913519121	0.149034565440729	1.10439815787251	0	0.875603454516535	0.0602730649321777	0.423650912029774	0.282134978928246	0.207380996239454	0	0.429065493448791	0	1.36101482432918	0.545654762324886	1.12031907016541	0.0456371225645076	0	0.227360634365029	0	0	0	0	0.412581637196693	0.910580311817993	8.07061398781489
TCGA-DA-A1IC	0.0618790964835782	0	0.0394957114884451	0.49037008724997	0	0.292784505767532	0	0.156136741070117	0	0	0	0.133598898548485	0.0525334204038946	0.0958167018695038	0.167779697355106	0.839089304307572	0.0833612200098224	0	0.369922785000882	0	0	0	0.61	0.0102037490158982	1.083482096058	2.78276816955491
TCGA-DA-A3F2	0	0.190685043729816	0.44955487232616	2.31016867056837	0	0	0	0.377764955510697	0.47195453614546	0	0.144237750694089	0.473861209228746	0	1.28725640918109	0.0942844510682662	2.24815831503982	0	0	0.213898635469558	0	0	0	0	0.520539533906745	0.854478839626768	8.26182484896207
TCGA-DA-A3F3	0.0191461002515111	0	0.125877293333969	0.241726264449385	0	0.107393943762575	0	0.151594799370012	0.0407091816105087	0	0	0.0332338228103017	0.0257050909316089	0.533185048274908	0.119494134400826	0.618287228640908	0	0	0	0.0209028692240743	0	0	0.3	0.0544765540045179	1.09295853947968	2.03725577706059
TCGA-DA-A3F5	0	0.00681381120185129	0.00278370017241233	0.158852588308785	0	0	0	0.0747249236104831	0.0419206125382096	0	0.0899315549712675	0	0	0.478460822707731	0	0.320987422571398	0	0.00201083826543762	0	0.19345630549218	0	0.308339495806915	0.04	0.171583947892195	1.06164989676843	1.67828207564667
TCGA-DA-A3F8	0.0478163768674689	0	0.130064135208137	2.82297590191862	0	0	0.835953972914748	0.580454589504386	0	0	0	0.470953561357794	0.275235130523173	0	0.554897045582247	0.935529184859312	0.102955602273665	0	0	0.199352428353917	0	0	0	0.488002074986489	0.872682429509993	6.95618792936347
TCGA-DA-A95V	0.0118231363840339	0.0228410423823223	0.211192044869434	0.493804589044989	0	0	0	0.0970825364404064	0.187827842482471	0	0	0.0621206542155477	0	0.336403816319677	0.173258725702788	0.447970330525803	0	0	0.0443462404136829	0	0	0	0	0.321633699959806	0.953688126880022	2.08867095878115
TCGA-DA-A95W	0	0.0382513887702492	0.0928883089331373	0.584610892768897	0	0	0	0.204203871492075	0.0577112695741422	0.0390975374611066	0	0.217442645367663	0.0962997618913334	0	0.172815354900373	0.872632093156964	0	0	0	0	0	0	0.28	0.0601302105067102	1.08367170110081	2.37595312431594
TCGA-DA-A95X	0	0.0164366267654812	0.0329135485122642	0.497931103828934	0	0.258554721162159	0	0.189762340885549	0.0955975638973242	0	0	0.0605621828911097	0.440444527253875	0.0697438636099434	0.181770458378207	1.08644272135752	0	0	0.132169151747894	0	0	0	0.31	0.0502039440720997	1.07409266582067	3.06232881029026
TCGA-DA-A95Y	0.0699583886636587	0	0.071102954429628	0	0.0694679497109522	0	0.00710512670167863	0.106964073854795	0.204520313515658	0	0.182623173472388	0	0.103979331937921	0.372708093871743	0.097528588466664	0.639042051493644	0.025650846945716	0	0.522398817991401	0	0	0	0.11	0.105579458086511	1.04702715541647	2.47304971105585
TCGA-DA-A95Z	0.014430102735986	0	0	0.285546253139278	0	0.0730240552885845	0	0.174193340988044	0	0.0636480063641403	0	0.088648599491041	0	0.211144104077823	0.111677306017321	0.670108341067866	0	0	0.0337287836680596	0	0	0	0.08	0.120845266400905	1.05957306217892	1.72614889283814
TCGA-EB-A44Q	0.0159026471324552	0.161820160316526	0.0858057487392727	1.16886621768512	0	0	0	0.271972345648211	0.491865788234206	0.0453451891189209	0	0.373155113001094	0.0471808768170477	0.0799436736713155	0.429004287130986	0.771374948037355	0	0	0.00799712613921374	0	0	0	0.01	0.204065557406196	1.02666197067812	3.95023412167173
TCGA-EB-A44R	0.0221488158995449	0	0.0695182180321914	0.763590861029175	0	0	0.00596106920001526	0.226210297693703	0.0275092221198693	0.166168450215749	0	0.161844741489104	0	0.448058225950362	0.153236765613684	0.496760470376709	0	0	0	0.0655421023825627	0	0	0	0.245175631635084	1.00290103120873	2.60654924000267
TCGA-EB-A5KH	0.111854490083584	0	0	0.0849758664693288	0	0.415144921780811	0	0.0500461575216092	0.139673416284108	0	0.10362229349558	0.0365755772314664	0	0.149175053457944	0.0943589749414176	0.33547156385689	0.00563600488118138	0	0.228224236812741	0	0	0	0.34	0.0428849740570212	1.068942932868	1.75475855681666
TCGA-EB-A5SG	0	0	0.386611579940609	2.05721238279158	0	0	0.518176787361213	0.415993096288761	0	0.153229917750043	0	0.697659238369485	0.0631322235845643	0.167232258792017	0.610519684078908	0.823542834966786	0.0868263916917241	0	0	0.158674834885812	0	0	0	0.452139689516061	0.894395513211987	6.1388112305015
TCGA-EB-A5SH	0.397759157672499	0	0	0.575115504766462	0	0.334919038708754	0	0.289308315123567	0.137685953857186	0	0	0.155662976742455	0.0700543264547956	0.16698716544393	0.139747692312948	0.534678142624079	0	0	0.00572275554897464	0	0	0	0.34	0.0425574056615245	1.08515717419685	2.80764102925565
TCGA-EB-A5UL	0.139766822795376	0.0678374492293751	0.368486061794549	0.715732556253317	0	0	0.128145460559429	0.327181360569236	0.0379417434056853	0	0	0.276109776969781	0.0209723762981804	0.0853013049847867	0.285314433172606	0.285764007554927	0	0	0	0	0	0	0.01	0.213711100299037	1.00994426589912	2.73855335358725
TCGA-EB-A5UN	0	0.0262241643424031	0	0.759565367517903	0	0	0	0.505389027166822	0	0	0	0.285428523646918	0	0.0319044150778805	0.167677518262863	0.663273714125013	0.304297802595477	0	0	1.19217742320391	0	0.836995337937698	0.79	-0.0105096537625588	1.13972270978521	4.77293329387689
TCGA-EB-A5VV	1.7125000347012	1.95070851030444	0	1.52002835385812	0.358292724972056	1.59550814052429	0.113396874395749	0.469437591615422	0.591228400228353	0.313366528402755	0	0.198183197229603	0.195186172379382	0.352485269456653	0.524293751592676	0.654216914070566	0	0	0	0	0	0	0	0.523866314152171	0.851457761499763	10.5488324637313
TCGA-EB-A6L9	0.232586687717508	0.654633315918386	0.11638655799166	1.17001675265694	0.107930030756933	0	0	0.345357748495566	0.3028359280061	0	0	0.063813442468995	0.0570784206938552	0.511460389999235	0.270891084878798	0.560576366814659	0	0	0.0370299957337953	0	0	0	0	0.349840539983381	0.941180530789967	4.43059672213243
TCGA-EE-A17X	0.0954784712080453	0	0.120681045715331	0.355167834103266	0	0	0	0.10343280792084	0.145145539355643	0	0.215943882999122	0.0119822647763435	0.0481391524832244	1.20507224277855	0.0626349559758872	0.596787014993998	0	0	0.029707655810868	0	0	0	0.19	0.0808597822669353	1.10052183718274	2.99017286812112
TCGA-EE-A17Y	0	0	0.0865253160923957	0.0199299462918921	0	0	0	0.127134741990009	0.0354191987676531	0	0.0316701291686219	0.0140693381194409	0	1.12412113793909	0.0489269585404405	0.0786249311745024	0	0	0	0.127706079345336	0	0	0	0.602816966662723	0.805942653723807	1.69412777742938
TCGA-EE-A17Z	0	0.0548653830016179	0.0903295371845431	0.0213108835978124	0	0.37040505420466	0	0.238666839752088	0	0	0.0795347813493334	0	0.0424432111676802	0.225078344382035	0	0.368543152498817	0.00284939308646089	0	0.449855909006295	0	0.018542840252039	0	0.46	0.0259743994503494	1.07365463004873	1.96242532948338
TCGA-EE-A180	0.0433967327135918	0	0.0384972185646972	0.512252672049894	0	0	0.0763101046858401	0.316046400374203	0	0	0	0.0933740873531955	0.0491868049910322	0.14854958989891	0.203515241514626	1.00901985625451	0	0	0.0326051387976856	0	0	0	0.7	0.000191301316175302	1.10462334500048	2.52275384719819
TCGA-EE-A181	0	0.25327194268437	0.204380132471613	0.792866164637634	0	0	0.0465342291625045	0.238397441383687	0.176903349960619	0	0	0.233331346409993	0.196176453125432	0.814759860760465	0.529525996392278	0.432242308813416	0	0	0	0.114737434238989	0	0	0	0.369503845160699	0.933833874538243	4.033126660041
TCGA-EE-A182	0.00328572412281317	0.0208643491445439	0.0432489714416236	0.307527944593764	0	0	0	0.0808714273225331	0.131713699757131	0	0	0.137764493085934	0	0.886238376234888	0.0137380616618763	0.789665188570152	0	0	0.0729612629694432	0	0	0	0	0.283811266104458	0.999107603054903	2.4878794989047
TCGA-EE-A183	0.264652615835021	0.582126477528517	0.135587527247725	0.922216444884098	0.1785933207494	0	0	0.274134573227924	0.217293586508592	0	0	0.176491470763283	0.0431541428930162	0.900647720630821	0.0870170242441661	0.699052048407873	0	0	0.078767140731275	0	0	0	0.02	0.191218641197022	1.01315491436632	4.55973409365171
TCGA-EE-A184	0.0867634182264177	0	0.349290254877368	0.980003042933849	0	0	0	0.422370123726543	0.0400473519855887	0	0.000453830485447196	0.253471748209397	0.118706532503389	0.251412155569075	0.205517792071314	0.559876765696134	0.0105764958501958	0	0.00639303879604951	0	0	0	0.35	0.0406528383213163	1.08170512388744	3.28488255093077
TCGA-EE-A185	0.0345414034261156	0	0.465326760560527	0.0120774967501973	0	0	0	0.219929275966295	0.0457564195130288	0.028511409612096	0	0.00231215336765624	0	0.773704418557344	0.00366469064827143	0.67190466183808	0	0	0	0.0868190231270101	0	0.0460323596854393	0.66	0.00589902211486613	1.12169677322925	2.39058007305206
TCGA-EE-A20B	0.00976589240486034	0.00320605517869037	0.142605281187167	0.690431563600702	0	0.0674651773169097	0	0.147290234822289	0.0494570887113773	0	0	0.0947854147640643	0.0380102982617333	0.132662935808493	0.244759563854408	1.00160618309853	0.0108425732860034	0	0.0535417264541297	0	0	0	0.01	0.201678240050113	1.01406346085952	2.68642998874935
TCGA-EE-A20C	0	0.0742681141569866	0.0601576067151843	0.0152731448842836	0	0	0	0.0975503951500797	0.19350091934837	0	0.127245909119146	0	0.0903586875639993	0.855070905718289	0	0.575929137930355	0	0	0.12622161307039	0	0.00347480760214264	0	0.12	0.0972126144447777	1.09481708370568	2.21905124125923
TCGA-EE-A20F	0.000146465189085508	0	0.241478202744621	0.684472167550676	0	0	0.188470874170896	0.215725346418492	0.0371251791239651	0	0	0.205462042866253	0.151443845185623	0.0816752740924679	0.342706230601098	0.600604341744048	0.13667114558262	0	0	0.0385274734782383	0	0	0.11	0.104898018050198	1.05110524412347	2.92450858874808
TCGA-EE-A20H	0	0.105363493084864	0.00982114528297523	0	0	0.138071055299509	0	0.0543884316149491	0.0768879350305683	0	0.0749582151815936	0.0301888138296027	0	0.524354772369253	0.123685071939763	0.239191739058924	0.0288361894520405	0	0.0366350856750706	0	0	0.00284175630882569	0	0.241646876142077	1.00921356421844	1.44522370412794
TCGA-EE-A20I	0.0251765132377808	0	0.131275168196807	0.473386641313815	0	0	0.202704763166014	0.234659432284017	0.110749811323595	0	0.0607346974448056	0.0870275311436327	0.000953652747089323	0.579384835526201	0.17832312927232	0.630743574299136	0	0	0	0	0	0	0.27	0.0624343940124813	1.07530204677203	2.71511974995521
TCGA-EE-A29A	0	0.0279470802736559	0.203238819859317	0	0	0.157308858662845	0	0.177058500197228	0.0318681521362188	0	0	0.0727525985858354	0	0.395497606287724	0	0.39587685528423	0	0	0.0418089617095239	0	0.00894770149763398	0	0.27	0.0652412978295379	1.0737481879471	1.51230513449421
TCGA-EE-A29B	0	0.00675396577581692	0	0.190243213330957	0	0	0	0.071889905015222	0.00910601733190562	0	0	0.118303229772922	0.555038032195154	0.32476337021265	0.00164574370120489	1.33162355122815	0.0210837275731873	0	0.116974253642118	0	0	0	0.13	0.0948421267746094	1.09516721680173	2.74742500977929
TCGA-EE-A29C	0.0925045673661331	0	0.0948437668520666	0.0799919468084363	0	0.0777376479860312	0	0.0582798430495234	0.147216887848233	0.0201213378127918	0	0.0535031987085917	0	1.05488516110236	0.0372207443027605	0.574493576007502	0	0	0.118096808382996	0	0	0	0	0.263478347299064	1.01534208069643	2.40889548622743
TCGA-EE-A29D	0.00710618476323199	0.0278601331100849	0.0288915060283997	0	0.192766089129097	0	0	0.168179602815213	0.122126155513896	0	0.284470949816264	0	0	1.13176780549488	0	1.49997354867885	0	0	0.170023078386207	0	0	0	0.04	0.164008336169182	1.06825605764127	3.63316505373612
TCGA-EE-A29E	0.0309889169234912	0	0.924550888994241	0.0247906789906779	0	0	0	0.214730802144827	0	0	0.135919499751322	0	0	0.152854517275119	0.0852078964793572	0.601043308596828	0	0	0	0.0729738669942673	0	0.274316974671209	0.27	0.0643374007491425	1.04246472203867	2.51737735082134
TCGA-EE-A29G	0.00674542445826733	0.0186332407902666	0.0470207571136251	0.185862438506972	0	0.259465486423271	0	0.101375193829529	0.0626937333037329	0	0	0.165644146879566	0.077556696417739	0.737224532533919	0.161025309703388	0.627856543491281	0.158159654298888	0	0.250952630802506	0	0	0	0	0.233492636640909	1.00141953955913	2.86021578855295
TCGA-EE-A29H	0.192314556618303	0.241734427675314	0	0.286580515666753	0	0.201220217901884	0	0.158303922317713	0.24713625012269	0	0.0983900708681718	0.0606477747348302	0	0.694107963473761	0.181238443038464	0.485222185245461	0	0	0.0957312122137794	0	0	0	0.27	0.0623776224082842	1.07051550347389	2.94262753987712
TCGA-EE-A29L	0.0906739818128393	0.292776724472534	0.444395881842172	0.0755328462495077	0.0118083382334406	0	0	0.339912082532247	0.0447686853027705	0	0	0	0	0.434944011494071	0.118047845135042	0.297405658075759	0	0	0	0	0	0	0.55	0.0216705150045151	1.06838658976996	2.15026605515038
TCGA-EE-A29M	0.0953188910960064	0.11661857908116	0.0558622410209389	0.854797823420299	0	0	0	0.277351098382306	0.208659452054472	0	0	0.348651394175722	0.0538697705966012	0.113466931264549	0.491139090758718	0.83395228334375	0.0556643293554365	0	0.0684698854352835	0	0	0	0.05	0.14777609208855	1.04679211519854	3.57382176998524
TCGA-EE-A29N	0	0.680577115160428	0	0.633111403050084	0	0.133253952589145	0.193062224849129	0.279270406499103	0.376454674198021	0.0753127497602033	0	0.270533352105769	0.0949705954372844	0.676755937534285	0.38444999468548	0.785397298685747	0	0	0.0921554267225148	0	0	0	0.02	0.196622298525701	1.00914670784123	4.67530513127719
TCGA-EE-A29P	0	0.146382767169118	0.114962396710625	1.78100745239712	0	0	0.0965912155529723	0.295549259089371	0.09107535150401	0.180522673536223	0	0.462622693413238	0.196466680911215	0.154747492521456	0.458828485742192	0.700444292232865	0.0383370265572155	0	0	0.108605155963319	0	0	0	0.374903880508072	0.939626463704263	4.82614294330094
TCGA-EE-A29Q	0.207853032287363	0	0.0419399241854753	0.0747916361748117	0	0.14454213679723	0	0.14493365303966	0.0330930325802022	0	0	0.0888917647869535	0.358093449074462	0.466926694329812	0.0177958266738599	0.642368951021103	0	0	0.116305751661703	0	0	0	0.13	0.0964956898880816	1.06063145352016	2.33753585261264
TCGA-EE-A29R	0.01926161500872	0	0.143213078185589	0.167946767778025	0	0.201203360928873	0	0.200392235378147	0	0	0	0.010539867502162	0.0354268905758814	0.104237905731825	0.13740235687995	0.490506960626505	0	0	0.0217609552437266	0.0653611691760882	0	0	0.2	0.0765915202087985	1.05610089677295	1.59725316301549
TCGA-EE-A29S	0	0.0318393943469262	0.0463164942586582	0.423068275660832	0	0.249293391790529	0	0.153204191399479	0.0747870393195827	0	0	0.07437991851636	0.0739068927523079	0.531263156244914	0.121778449181465	0.57404547076394	0.0032571716083585	0	0.0446763112906214	0	0	0	0	0.298441318167316	0.970104947931386	2.40181615713397
TCGA-EE-A29T	0	0.06689967448406	0.255472110414764	0.376596840032515	0	0	0.0529942964584907	0.11101404471213	0.0139219914956346	0.10130723482719	0	0.0689022492486326	0	0.159829279710248	0.0755798810009638	1.48249381761568	0	0	0	0	0	0.000916884620200112	0	0.383271850097513	0.929731832638031	2.76592830462051
TCGA-EE-A29V	0.0168710759376442	0	0.0551059374481626	0	0	0.0895163156231146	0	0.282802796751365	0.163461172250169	0	0.00386428341376534	0	0.117463086548224	0.470929415594132	0	0.490331763594906	0	0.0147248691729825	0.477199240632305	0	0.0211146830046147	0	0.11	0.105953798240112	1.05503354294043	2.20338463997139
TCGA-EE-A29W	0.0400123718662277	0	0.0251509162027823	0.226844584083143	0	0.0993230293049084	0	0.0152201033948048	0.0366990071651575	0	0	0.0645395893366015	0.0591297339703843	0	0.0140354224252019	1.03856770370349	0	0	0.132314573832882	0	0	0	0.35	0.0387823617898692	1.10444499893129	1.75183703528558
TCGA-EE-A29X	0.0200760700970511	0.23388332169196	0.0514415816046525	0.589343279914496	0	0	0	0.292070649891439	0.0881123219153962	0	0	0.260681729930987	0.0384927795910046	0.665844387792464	0.215685266185509	1.20934068672937	0.0542542145133744	0	0	0.03347627916515	0	0	0	0.224188822528981	1.00709923853423	3.75270256902285
TCGA-EE-A2A0	0.0475480128427149	0.0977670878488269	0.510758196390788	0.408257776563162	0	0	0.159158808727035	0.0594900174200812	0	0.575937792304905	0	0.000925984175557461	0	0.0487314065286889	0.185508270629984	1.96379044257377	0	0	0.014967486475356	0	0	0.0283623206060186	0	0.341628618202561	0.946418959976955	4.10120360308689
TCGA-EE-A2A1	0.460979285325567	0	0.131433075839421	0.736306635767986	0	0.545512094460338	0	0.258988775550451	0.167404536004935	0	0	0.335601821888511	0.0927587149232432	0.130274525712878	0.424818190833868	1.12175248838225	0	0	0.143058315052214	0	0	0	0	0.288814082417051	0.96968957654896	4.54888845974166
TCGA-EE-A2A2	0.280457125082334	0.266721022791272	0.22083682642812	0.410355509570732	0	0.49255458770408	0	0.324568312628663	0.0490372300671592	0	0	0.111985064891701	0.0475865454744122	0.159307061774274	0.147014369505703	0.897943718109746	0.0258958306989817	0	0.0140670313093915	0	0	0	0.28	0.0611350811418024	1.05957187517785	3.44833023603657
TCGA-EE-A2A5	0.00655797205086436	0.0110821567216792	0	0	0	0.45834531918772	0	0.0131559122209158	0.10810709470644	0	0.0692014640297299	0	0	0.287994948940234	0.121583632399146	0.923090845401142	0.0135727065503199	0	0.13679087322668	0	0	0	0.05	0.137656223456042	1.0503432998589	2.14948292543487
TCGA-EE-A2A6	0.0977594161608793	0.265735947772661	0.0970787270489534	1.16659959654842	0	0	0.171540159556639	0.395930075384973	0.0882099345230366	0	0	0.395621913652354	0.0944291208889633	0.0746434063086708	0.324312578043099	0.364137275847653	0.00445793691368848	0	0	0.121695912291331	0	0	0	0.240120206021532	1.00805280142706	3.66215200094133
TCGA-EE-A2GB	0.259847186329215	0	0.365038511097083	0.366328680916892	0	0.0152760673930141	0	0.32869199959884	0	0	0	0.0846925716363083	0.0404675979483163	0.102575950928681	0.320293507050404	1.37088835003244	0	0	0.00104451140596438	0	0	0	0.55	0.0206803202730852	1.08649633906933	3.25514493433716
TCGA-EE-A2GC	0.0249001627925688	0	0.605214684947976	1.21719723039299	0	0.139173618110782	0.0836590621090243	0.357874710157713	0.0567928068107425	0	0	0.364525103058978	0.0345427220838443	0	0.378149427644483	1.28953934425841	0	0	0	0	0	0.00329530527691161	0.05	0.151044594557267	1.03350133232493	4.55486417764442
TCGA-EE-A2GD	0	0.090422897434574	0	0.153413270832067	0	0.676488355306144	0	0.149992631116778	0.0198754144644311	0	0.134081258350535	0	0.172385628581096	0.126159837029703	0.0380622877501378	1.8233321536392	0	0.0873032112414666	0	0.428356174354814	0	0.0223452504971371	0.13	0.0945562296178962	1.0681741062715	3.92221837059809
TCGA-EE-A2GE	0	0.00658169249252658	0.357812119926999	1.13145546134812	0	0	0.131468526213809	0.317225203058738	0.0424944512231664	0.116096057622548	0	0.155717777545542	0.218874617934253	0.557832044894745	0.264028817643785	1.2463168325389	0.00731642171396006	0	0	0.0299478439039187	0	0	0	0.485166822585235	0.874412018889295	4.58316786806101
TCGA-EE-A2GH	0	0.108562533758779	0.204100285292269	1.22681377552239	0	0	0.0821713548861933	0.288601885398167	0.097164569538304	0.0979114720891213	0	0.415536856205236	0.0363444095445003	0.240010859712737	0.31683479112891	0.549163526365321	0.0642008235151921	0	0.132673309613992	0	0	0	0	0.434018304372723	0.902417516458229	3.86009045257112
TCGA-EE-A2GI	0.0900002221097106	0	0.20113588798458	0.968280562913166	0	0	0.124158322919572	0.36188316501209	0.0459908471144565	0.0595972149712206	0	0.285414052727512	0.00326222734130584	0.0217084396608027	0.297756126597345	0.424362023001445	0.0105150247716756	0	0	0.0111726728765465	0	0	0	0.274809669630731	0.992547633056517	2.90523679000143
TCGA-EE-A2GJ	0.0167811807724291	0	0.000386380066173829	0.97724898216204	0	0	0	0.223808500541613	0.0858093292814417	0.0524667338690717	0	0.238394118671554	0.558778400638539	0	0.32139317104808	1.38967623417218	0	0	0	0	0	0	0.07	0.125693532129374	1.05522196447443	3.86474303122312
TCGA-EE-A2GK	1.69441287851343	3.12502423502241	0	1.13757490836073	0.547759529302791	0.646959340212814	0.151770022880315	0.334167707379014	0.83858488520759	0	0	0.392042585666774	0.144266982433639	0.775337645554832	0.223096926176361	0.830052098329667	0	0	0.00599208742761423	0	0	0	0	0.579413311755828	0.819178872359606	10.847041832468
